id,gitname,model_architecture,preds_dataset,run_message,abs_rel,rmse,ppd,abs_rel_std_err,rmse_std_err,ppd_std_err
132,Andrew Healey,sharpdepth_ppd_controlnet_unidepth,nyu_v2_processed,add_least_squares_edge_loss_unidepth_nyuv2,0.037852809025308,0.2060630907904244,,0.0029179358807796,0.013661499536538,
133,Andrew Healey,pixelperfectdepth_unidepth,nyu_v2_processed,add_least_squares_ppd_unidepth_nyuv2,0.0381932748703021,0.2211426843404231,,0.0033882672849407,0.0248853078969981,
134,Andrew Healey,pixelperfectdepth_zoedepth,nyu_v2_processed,add_least_squares_ppd_zoedepth_nyuv2,0.077433123004697,0.3439021534175693,,0.0075357824870931,0.032503654416348,
135,Andrew Healey,sharpdepth_ppd_controlnet_zoedepth,nyu_v2_processed,no_least_squares_edge_loss_nyuv2,0.0846583451498154,0.4077525948774939,,0.0132456062814206,0.0583565370707798,
136,Andrew Healey,sharpdepth_ppd_controlnet_unidepth,nyu_v2_processed,no_least_squares_edge_loss_unidepth_nyuv2,0.0470623280501647,0.2582414993766641,,0.0081509924574489,0.0474717799404726,
137,Andrew Healey,zoedepth,nyu_v2_processed,no_least_squares_zoedepth_nyuv2,0.0785080099777097,0.3841569170643875,,0.0082574369274127,0.0450479222350791,
138,Andrew Healey,unidepth,nyu_v2_processed,no_least_squares_unidepth_nyuv2,0.0252949585915225,0.1518555666817193,,0.0014038339107087,0.0122376568587904,
139,Andrew Healey,pixelperfectdepth_unidepth,nyu_v2_processed,no_least_squares_ppd_unidepth_nyuv2,0.038785818902665,0.2244027155338553,,0.0031992345264339,0.0249544827671421,
140,Andrew Healey,pixelperfectdepth_zoedepth,nyu_v2_processed,no_least_squares_ppd_zoedepth_nyuv2,0.0774195735519316,0.3494820711993039,,0.0074988774285267,0.0348361887150946,
141,Andrew Healey,sharpdepth_ppd_controlnet_unidepth,nyu_v2_processed,no_least_squares_head_to_head_edge_loss_unidepth_nyuv2,0.0490594497043409,0.2401020998606592,,0.0044112801612662,0.0213839945263664,
